trial_id,condition,image_A,image_B,visual_A,visual_B,graph_A,graph_B,visual_similarity_score,graph_similarity_score,screening_score,is_practice
hdbscan_best_VpSn_0214,VpSn,CT_32_MOSQUE_B_St_21_facade.jpg,CT_58_TGPAGAR_B_Rd_37_facade.jpg,22,22,26,24,0.9999,0.6338,100,False
hdbscan_best_VpSp_0144,VpSp,KG_12_Haji Lane_B_02_facade.jpg,KG_11_Haji Lane_A_04_facade.jpg,24,24,2,2,0.9997,0.8533,50,False
hdbscan_best_VpSp_0103,VpSp,CT_54_TEMPLE_A_St_04_facade.jpg,CT_17_CRAIG_Rd_B_10_facade.jpg,13,13,19,19,0.9998,0.7359,100,False
hdbscan_best_VpSp_0082,VpSp,CT_58_TGPAGAR_B_Rd_24_facade.jpg,CT_32_MOSQUE_B_St_20_facade.jpg,22,22,26,26,0.9997,0.944,100,False
hdbscan_best_VpSn_0225,VpSn,KG_04_Arab St_B_21_facade.jpg,KG_27_North Bridge Rd_A_39_facade.jpg,6,6,5,7,1.0,0.6167,100,False
hdbscan_best_VnSp_0360,VnSp,KG_11_Haji Lane_A_36_facade.jpg,KG_23_Jalan Sultan_49_facade.jpg,24,29,2,2,0.9916,1.0,50,False
hdbscan_best_VnSn_0478,VnSn,CT_38_PAGODA_A_St_06_facade.jpg,LD_38_Serangoon Rd_A_30_facade.jpg,22,27,21,5,0.9306,-0.3347,100,False
hdbscan_best_VpSp_0070,VpSp,LD_27_MADRA_St_A_03_facade.jpg,LD_04_CAMPBELL_LANE_B_09_facade.jpg,19,19,2,2,0.9999,1.0,100,False
hdbscan_best_VnSp_0377,VnSp,LD_02_Buffalo Rd_20_facade.jpg,LD_32_NORRIS_Rd_B_14_facade.jpg,27,19,6,6,0.9953,0.8826,100,False
hdbscan_best_VpSn_0267,VpSn,LD_44_UPPER_DICKSON_Rd_B_02_facade.jpg,LD_13_DESKER_Rd_A_13_facade.jpg,18,18,23,20,0.9987,0.0347,100,False
hdbscan_best_VnSn_0458,VnSn,KG_09_Bussorsh St_A_21_facade.jpg,BQ_07_BOAT QUEY_07_facade.jpg,16,24,20,5,0.9774,-0.0448,100,False
hdbscan_best_VpSp_0081,VpSp,CT_54_TEMPLE_A_St_17_facade.jpg,CT_53_TEMPLE_B_St_07_facade.jpg,13,13,19,19,1.0,0.8362,80,False
hdbscan_best_VpSn_0295,VpSn,CT_12_CANTONMENT_Rd_22_facade.jpg,CT_46_SOUTH_BRIDGE_Rd_B_45_facade.jpg,25,25,5,18,0.9998,0.104,50,False
hdbscan_best_VpSn_0169,VpSn,CT_09_BOON_TAT_St_01_facade.jpg,CT_56_TEO_HONG_Rd_09_facade.jpg,23,23,19,21,0.9965,0.3428,100,False
hdbscan_best_VnSn_0541,VnSn,LD_22_Japan Besar Rd_A_15_facade.jpg,LD_35_Race Course_12_facade.jpg,28,12,6,8,0.9771,0.2331,100,False
hdbscan_best_VnSn_0454,VnSn,KG_28_North Bridge Rd_B_53_facade.jpg,LD_17_DUNLOP_St_A_47_facade.jpg,28,20,15,2,0.9961,0.1259,100,False
hdbscan_best_VnSp_0429,VnSp,CT_50_TELOK_AYER_A_St_15_facade.jpg,BQ_04_LOK TELOK Rd_A_12_facade.jpg,23,29,4,4,0.9695,0.844,100,False
hdbscan_best_VpSp_0069,VpSp,CT_57_TGPAGAR_A_Rd_34_facade.jpg,KG_27_North Bridge Rd_A_21_facade.jpg,28,28,2,2,0.9992,0.81,50,False
hdbscan_best_VpSp_0076,VpSp,LD_01_Belicose Ln_08_facade.jpg,LD_26_LEMBU_Rd_A_05_facade.jpg,4,4,5,5,0.9999,0.4846,50,False
hdbscan_best_VpSn_0165,VpSn,CT_15_CLUB_A02_St_05_facade.jpg,KG_23_Jalan Sultan_25_facade.jpg,29,29,4,2,0.9998,0.1207,100,False
hdbscan_best_VpSp_0003,VpSp,CT_12_CANTONMENT_Rd_22_facade.jpg,CT_54_TEMPLE_A_St_31_facade.jpg,25,25,5,5,0.9999,0.7857,100,False
hdbscan_best_VpSp_0100,VpSp,KG_02_Aliwal St_B_9_facade.jpg,KG_24_Kandahar St_10_facade.jpg,16,16,14,14,0.9999,0.4382,100,False
hdbscan_best_VnSn_0582,VnSn,LD_17_DUNLOP_St_A_46_facade.jpg,LD_40_Syed Alwi Rd_A_52_facade.jpg,20,12,2,6,0.9961,-0.2661,50,False
hdbscan_best_VpSp_0065,VpSp,LD_25_Kerbau Rd_B_14_facade.jpg,LD_03_CAMPBELL_LANE_A_08_facade.jpg,27,27,2,2,0.9998,0.6371,50,False
